ID,topic,premise,conclusion,validity_101,validity_102,validity_103,validity_111,validity_112,novelty_101,novelty_102,novelty_103,novelty_111,novelty_112
test_374#T5_ground_truth,UN Security Council veto,"Current veto holders enjoy their privileged position and are unlikely to go along with the extension of this privilege to other countries, as it dilutes their own veto power.",Extension of UN SC veto power to other countries will be resisted by current veto holders., 1, 1, 1,,, -1, -1, -1,,
test_374#_random_conclusion,UN Security Council veto,"Current veto holders enjoy their privileged position and are unlikely to go along with the extension of this privilege to other countries, as it dilutes their own veto power.","Offshore drilling rigs are resilient, withstanding even hurricanes", -1, -1, -1,,, -1, -1, -1,,
test_377#T5+topic+specific+generic+inf_best_beam_prediction,UN Security Council veto,"The veto simply needs to be extended to more countries and in a manner that is more reflective of the geopolitical distribution of power today, as opposed to post-WWII when the current veto-powers were originally distributed.",The veto should be extended to more states, 1, 1, 1,,, -1, -1, -1,,
test_377#T5smooth+topic_best_beam_prediction,UN Security Council veto,"The veto simply needs to be extended to more countries and in a manner that is more reflective of the geopolitical distribution of power today, as opposed to post-WWII when the current veto-powers were originally distributed.",The veto needs to be extended to more countries., 1, 1, 1,,, -1, -1, -1,,
test_377#T5_best_beam_prediction,UN Security Council veto,"The veto simply needs to be extended to more countries and in a manner that is more reflective of the geopolitical distribution of power today, as opposed to post-WWII when the current veto-powers were originally distributed.",The veto needs to be expanded to more countries, 1, 1, 1,,, -1, -1, -1,,
test_377#T5_ground_truth,UN Security Council veto,"The veto simply needs to be extended to more countries and in a manner that is more reflective of the geopolitical distribution of power today, as opposed to post-WWII when the current veto-powers were originally distributed.","UN SC veto need not be abolished, but extended to more countries.", 1, 1, 1,,, -1, 1, 1,,
test_377#_random_conclusion,UN Security Council veto,"The veto simply needs to be extended to more countries and in a manner that is more reflective of the geopolitical distribution of power today, as opposed to post-WWII when the current veto-powers were originally distributed.",A US-India nuclear deal will gut the NPT., -1, -1, -1,,, -1, -1, -1,,
test_382#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,The United States and India have a special relationship, 1, 1, 1,,, -1, -1, -1,,
test_382#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,India and the United States have a special relationship, 1, 1, 1,,, -1, -1, -1,,
test_382#T5_best_beam_prediction,US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,India and the United States are important trading partners, 1, 1, 1,,, -1, 1, -1,,
test_382#T5_ground_truth,US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,Nuclear deal is justified by India and USA being largest democracies., 1, 1, -1,,, -1, -1, -1,,
test_382#_random_conclusion,US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,Deal's cuts more modest than GOP wanted; easier on econ., -1, -1, -1,,, -1, -1, -1,,
test_383#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",The U.S. and India have historically good relations, 1, 1, -1,,, -1, 1, -1,,
test_383#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",US helped India develop nuclear energy., 1, 1, 1,,, -1, -1, -1,,
test_383#T5_best_beam_prediction,US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",The US has supported India's nuclear program for decades, 1, 1, 1,,, -1, -1, -1,,
test_383#T5_ground_truth,US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",The US and India have a history of peaceful nuclear relations., 1, 1, -1,,, -1, 1, -1,,
test_383#_random_conclusion,US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",Non-payment of dues is an infringement of international law:, -1, -1, -1,,, -1, -1, -1,,
test_384#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,The US-India nuclear deal will benefit US exports, 1, 1, 1,,, 1, -1, 1,,
test_384#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,US-Indian nuclear deal will benefit US industry, 1, 1, 1,,, -1, -1, -1,,
test_384#T5_best_beam_prediction,US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,The US will be able to sell nuclear equipment to India, 1, 1, 1,,, -1, -1, -1,,
test_384#T5_ground_truth,US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,US nuclear industry would benefit from nuclear deal with India., -1, 1, 1,,, -1, -1, -1,,
test_384#_random_conclusion,US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,Multi-track year-round schools often become overcrowded, -1, -1, -1,,, -1, -1, -1,,
test_387#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",US-Indian relations are strained due to tensions, -1, -1, 0,,, -1, 1, 0,,
test_387#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Iran's nuclear program could become our enemy, 1, -1, 1,,, -1, 1, 1,,
test_387#T5_best_beam_prediction,US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Friendly countries can become adversaries, 1, 1, 1,,, -1, -1, -1,,
test_387#T5_ground_truth,US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Nuclear deal could backfire if India becomes a foe of the US., 1, 1, 1,,, 1, 1, 1,,
test_387#_random_conclusion,US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Offshore oil helps mitigate spikes in oil prices, -1, -1, -1,,, -1, -1, -1,,
test_391#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The nuclear deal will open the door to other technologies, 1, 1, 1,,, 1, 1, 1,,
test_391#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The US-Indian nuclear deal will give India access to US technology, 1, 1, 1,,, -1, -1, -1,,
test_391#T5_best_beam_prediction,US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The deal opens the possibility of trade facilitation, -1, -1, 1,,, -1, 1, -1,,
test_391#T5_ground_truth,US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,US can supply India with high technology that will help it modernize., 1, 1, 1,,, 1, 1, 1,,
test_391#_random_conclusion,US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,Turkey is an important ally in the Middle East, -1, -1, -1,,, -1, -1, -1,,
test_40#T5+topic+specific+generic+inf_best_beam_prediction,Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Aid is needed to enable trade., -1, 1, 1,,, -1, -1, 1,,
test_40#T5smooth+topic_best_beam_prediction,Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Trade is only as good as the infrastructure., 1, 1, 1,,, 1, 1, 1,,
test_40#T5_best_beam_prediction,Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Trade does not exist in a vacuum., 1, 1, 1,,, -1, -1, -1,,
test_40#T5_ground_truth,Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Trade requires investment first., -1, 1, 1,,, -1, -1, 1,,
test_40#_random_conclusion,Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",Wave power is only viable where conditions are right, -1, -1, -1,,, -1, -1, -1,,
test_402#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.""",Nuclear deal allows US to send more nuclear weapons., -1, -1, 1,,, -1, 1, -1,,
test_402#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.""",Nuclear arms free India to make more weapons, -1, -1, -1,,, -1, -1, -1,,
test_402#T5_best_beam_prediction,US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.""",Bombing North Korea frees up Indian resources, -1, -1, -1,,, -1, -1, -1,,
test_402#T5_ground_truth,US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.""",Sending nuclear fuel to India frees its own uranium for more bombs., 1, 1, 1,,, -1, -1, -1,,
test_402#_random_conclusion,US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.""",Courtroom rants of terrorists only expose them as hateful fools, -1, -1, -1,,, -1, -1, -1,,
test_412#T5+topic+specific+generic+inf_best_beam_prediction,US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.""",A US-Indian nuclear deal will worsen relations, -1, 1, 0,,, -1, -1, 0,,
test_412#T5smooth+topic_best_beam_prediction,US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.""",US-Indian nuclear deal could weaken Pakistan's nuclear program, -1, 1, 1,,, -1, 1, -1,,
test_412#T5_best_beam_prediction,US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.""",US-India relations could intensify nuclear rivalry, -1, 1, 1,,, -1, -1, -1,,
test_412#T5_ground_truth,US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.""",US-India nuclear deal heightens India-Pakistan nuclear tensions., 1, 1, 0,,, 1, 1, 0,,
test_412#_random_conclusion,US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.""","Old memories, old symbols. What's gone, is gone.", -1, -1, 0,,, -1, -1, 1,,
test_419#T5+topic+specific+generic+inf_best_beam_prediction,Using sanctions to end child labor,"According to the U.S. Department of Labor;only 5 percent are actually involved in activities that have some connection with the global economy. Working conditions for children in many non-export sectors are far worse, but sanctions are not designed to target them. To the contrary, sanctions can force children into these sectors. This is clearly not a progress toward liberalization of labor system.",Sanctions do not actually reduce child labor, 1, 1, -1,,, 1, -1, -1,,
test_419#T5smooth+topic_best_beam_prediction,Using sanctions to end child labor,"According to the U.S. Department of Labor;only 5 percent are actually involved in activities that have some connection with the global economy. Working conditions for children in many non-export sectors are far worse, but sanctions are not designed to target them. To the contrary, sanctions can force children into these sectors. This is clearly not a progress toward liberalization of labor system.",Sanctions only target the export-oriented industries., 1, 1, 1,,, -1, 1, 1,,
test_419#T5_best_beam_prediction,Using sanctions to end child labor,"According to the U.S. Department of Labor;only 5 percent are actually involved in activities that have some connection with the global economy. Working conditions for children in many non-export sectors are far worse, but sanctions are not designed to target them. To the contrary, sanctions can force children into these sectors. This is clearly not a progress toward liberalization of labor system.",Sanctions do not help improve working conditions for children, 1, 1, 1,,, -1, -1, -1,,
test_419#T5_ground_truth,Using sanctions to end child labor,"According to the U.S. Department of Labor;only 5 percent are actually involved in activities that have some connection with the global economy. Working conditions for children in many non-export sectors are far worse, but sanctions are not designed to target them. To the contrary, sanctions can force children into these sectors. This is clearly not a progress toward liberalization of labor system.",Most sanctions are focused narrowly on the export sector:, 1, 1, 1,,, -1, 1, -1,,
test_419#_random_conclusion,Using sanctions to end child labor,"According to the U.S. Department of Labor;only 5 percent are actually involved in activities that have some connection with the global economy. Working conditions for children in many non-export sectors are far worse, but sanctions are not designed to target them. To the contrary, sanctions can force children into these sectors. This is clearly not a progress toward liberalization of labor system.",Children are not encouraged to learn or think creatively., -1, -1, -1,,, -1, 1, -1,,
test_42#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.",Trying 9/11 suspects is unlikely to result in a guilty verdict, -1, -1, -1,,, -1, 1, -1,,
test_42#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.","The chances of a ""not guilty"" verdict are low", 1, 1, 1,,, -1, -1, -1,,
test_42#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.",It is highly unlikely that Hamas will go free., 1, -1, 1,,, -1, 1, -1,,
test_42#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,"Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.",KSM will almost certainly be convicted in NY civilian courts, 1, 1, -1,,, 1, 1, -1,,
test_42#_random_conclusion,Trying 9/11 terror suspects in NYC courts,"Others complain that Mr. Mohammed might take advantage of quirks of the criminal justice system and go free. That’s highly unlikely. First, he has already confessed to the crime; and, given the zero acquittal rate for terrorists in New York previously, any anxiety about a “not guilty” verdict seems unwarranted.","Humans have rights, like animals", -1, -1, -1,,, -1, -1, -1,,
test_421#T5+topic+specific+generic+inf_best_beam_prediction,Using sanctions to end child labor,Companies will simply move to areas where the restrictions do not apply. Past experience has shown that government interference with the market does more harm than good.,Sanctions can cause companies to relocate away from child labour., -1, -1, -1,,, -1, 1, -1,,
test_421#T5smooth+topic_best_beam_prediction,Using sanctions to end child labor,Companies will simply move to areas where the restrictions do not apply. Past experience has shown that government interference with the market does more harm than good.,Sanctions against child labour are counterproductive, 1, 1, 1,,, -1, -1, -1,,
test_421#T5_best_beam_prediction,Using sanctions to end child labor,Companies will simply move to areas where the restrictions do not apply. Past experience has shown that government interference with the market does more harm than good.,Companies will move to avoid restrictions., 1, 1, 1,,, -1, -1, -1,,
test_421#T5_ground_truth,Using sanctions to end child labor,Companies will simply move to areas where the restrictions do not apply. Past experience has shown that government interference with the market does more harm than good.,Sanctions typically harm the poorest in societies:, -1, 1, 1,,, -1, 1, 1,,
test_421#_random_conclusion,Using sanctions to end child labor,Companies will simply move to areas where the restrictions do not apply. Past experience has shown that government interference with the market does more harm than good.,Protecting civilians in Libya is key US value/interest, -1, -1, -1,,, -1, -1, -1,,
test_422#T5+topic+specific+generic+inf_best_beam_prediction,Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to end child labour, 1, 1, 1,,, 1, 1, 1,,
test_422#T5smooth+topic_best_beam_prediction,Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Sanctions are not used to end child labour., -1, -1, -1,,, -1, 1, -1,,
test_422#T5_best_beam_prediction,Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",People don't do it., -1, 1, -1,,, -1, 1, -1,,
test_422#T5_ground_truth,Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to force change on social and economic issues:, 1, 1, -1,,, 1, 1, -1,,
test_422#_random_conclusion,Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",9/11 terror suspects will face justice in New York, -1, -1, -1,,, -1, -1, -1,,
test_423#T5+topic+specific+generic+inf_best_beam_prediction,Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Consumer pressure is a powerful tool., 1, 1, 1,,, 1, 1, 1,,
test_423#T5smooth+topic_best_beam_prediction,Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Market forces end child labour; boycotts are unnecessary, -1, -1, -1,,, -1, 1, -1,,
test_423#T5_best_beam_prediction,Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Bailing out one producer leads others to act out of fear., -1, -1, -1,,, -1, 1, -1,,
test_423#T5_ground_truth,Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Consumer power has proven highly effective in the past in forcing trans-national companies to institute ethical practices:, -1, 1, 1,,, -1, 1, 1,,
test_423#_random_conclusion,Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Turkey’s workforce is younger than the EU-25., -1, -1, -1,,, -1, -1, -1,,
test_45#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.",9/11 suspect KSM would never walk free., 1, 1, 1,,, -1, -1, -1,,
test_45#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.",KSM will never walk free., 1, 1, 1,,, -1, -1, -1,,
test_45#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,"everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.",KSM's future in US custody is a farce, -1, -1, 0,,, -1, 1, 1,,
test_45#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,"everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.",Detaining KSM after acquittal would undermine justice, -1, -1, 1,,, -1, 1, 1,,
test_45#_random_conclusion,Trying 9/11 terror suspects in NYC courts,"everyone knows that whatever the outcome of the trial, KSM will never walk free. He will spend the rest of his natural life in U.S. custody. Which makes the proceedings a farcical show trial from the very beginning.",Zoos help protect endangered species., -1, -1, -1,,, -1, -1, -1,,
test_47#T5+topic+specific+generic+inf_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,Attorney General Eric Holder Jr. took a bold and principled step on Friday toward repairing the damage wrought by former President George W. Bush with his decision to discard the nation’s well-established systems of civilian and military justice in the treatment of detainees captured in antiterrorist operations.,Trying 9/11 suspects in US courts would und repair damage done by Bush, -1, 1, -1,,, -1, -1, -1,,
test_47#T5smooth+topic_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,Attorney General Eric Holder Jr. took a bold and principled step on Friday toward repairing the damage wrought by former President George W. Bush with his decision to discard the nation’s well-established systems of civilian and military justice in the treatment of detainees captured in antiterrorist operations.,Trying 9/11 terror suspects in US courts is wrong approach, 1, -1, 0,,, -1, 1, 0,,
test_47#T5_best_beam_prediction,Trying 9/11 terror suspects in NYC courts,Attorney General Eric Holder Jr. took a bold and principled step on Friday toward repairing the damage wrought by former President George W. Bush with his decision to discard the nation’s well-established systems of civilian and military justice in the treatment of detainees captured in antiterrorist operations.,US attorney general Eric Holder Jr., -1, 0, -1,,, -1, 0, -1,,
test_47#T5_ground_truth,Trying 9/11 terror suspects in NYC courts,Attorney General Eric Holder Jr. took a bold and principled step on Friday toward repairing the damage wrought by former President George W. Bush with his decision to discard the nation’s well-established systems of civilian and military justice in the treatment of detainees captured in antiterrorist operations.,Trying terrorists in NYC restores US rule of law, -1, 1, -1,,, -1, -1, -1,,
test_47#_random_conclusion,Trying 9/11 terror suspects in NYC courts,Attorney General Eric Holder Jr. took a bold and principled step on Friday toward repairing the damage wrought by former President George W. Bush with his decision to discard the nation’s well-established systems of civilian and military justice in the treatment of detainees captured in antiterrorist operations.,US-India deal does not restrict the number of nuclear weapons produced., -1, -1, -1,,, -1, -1, -1,,
test_480#T5+topic+specific+generic+inf_best_beam_prediction,US debt ceiling deal,"For the deal itself, given the available information, is a disaster, and not just for President Obama and his party. It will damage an already depressed economy; it will probably make America’s long-run deficit problem worse, not better; and most important, by demonstrating that raw extortion works and carries no political cost, it will take America a long way down the road to banana-republic status.",Debt ceiling deal worsens US deficit crisis, 1, 1, 1,,, -1, -1, -1,,
test_480#T5smooth+topic_best_beam_prediction,US debt ceiling deal,"For the deal itself, given the available information, is a disaster, and not just for President Obama and his party. It will damage an already depressed economy; it will probably make America’s long-run deficit problem worse, not better; and most important, by demonstrating that raw extortion works and carries no political cost, it will take America a long way down the road to banana-republic status.",Debt ceiling deal will damage US economy, 1, 1, 1,,, -1, -1, -1,,
test_480#T5_best_beam_prediction,US debt ceiling deal,"For the deal itself, given the available information, is a disaster, and not just for President Obama and his party. It will damage an already depressed economy; it will probably make America’s long-run deficit problem worse, not better; and most important, by demonstrating that raw extortion works and carries no political cost, it will take America a long way down the road to banana-republic status.",$700b bailout is a disaster economically, -1, -1, -1,,, -1, 1, -1,,
test_480#T5_ground_truth,US debt ceiling deal,"For the deal itself, given the available information, is a disaster, and not just for President Obama and his party. It will damage an already depressed economy; it will probably make America’s long-run deficit problem worse, not better; and most important, by demonstrating that raw extortion works and carries no political cost, it will take America a long way down the road to banana-republic status.",Sweeping statements against the debt deal., -1, 1, -1,,, -1, 1, -1,,
test_480#_random_conclusion,US debt ceiling deal,"For the deal itself, given the available information, is a disaster, and not just for President Obama and his party. It will damage an already depressed economy; it will probably make America’s long-run deficit problem worse, not better; and most important, by demonstrating that raw extortion works and carries no political cost, it will take America a long way down the road to banana-republic status.",Higher fuel economy standards do not increase driving, -1, -1, -1,,, -1, -1, -1,,
test_488#T5+topic+specific+generic+inf_best_beam_prediction,US debt ceiling deal,This bitter debate and the modest result will leave job-creators and consumers feeling uncertain. The Institute for Supply Management's July manufacturing report shows how bad feelings can hold back the economy.,"Debt ceiling debate hurts economy, jobs", 1, 1, 1,,, -1, -1, -1,,
